,id,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze
705,714613268,Donald Thomas,BAH,male,1984-07-10,1.91,81.0,athletics,0.0,0.0,0.0
708,690232757,Dorcas Gyimah,GHA,female,1992-02-02,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
709,853951269,Doreen Amata,NGR,female,1988-05-06,1.91,63.0,athletics,0.0,0.0,0.0
710,225958644,Dragana Tomasevic,SRB,female,1982-06-04,1.75,80.0,athletics,0.0,0.0,0.0
711,388102468,Drita Islami,MKD,female,1996-08-01,1.66,56.0,athletics,0.0,0.0,0.0
712,3901892,Duobujie,CHN,male,1994-02-16,1.75,55.0,athletics,0.0,0.0,0.0
713,596370468,Dusan Majdan,SVK,male,1987-09-08,1.8,67.0,athletics,0.0,0.0,0.0
714,737107607,Dutee Chand,IND,female,1996-02-03,1.6,50.0,athletics,0.0,0.0,0.0
715,870355208,Dylan Borlee,BEL,male,1992-09-20,1.9,78.0,athletics,0.0,0.0,0.0
717,186360775,Dzianis Simanovich,BLR,male,1987-04-20,1.78,64.0,athletics,0.0,0.0,0.0
718,165309696,Dzmitry Nabokau,BLR,male,1996-01-20,1.86,69.0,athletics,0.0,0.0,0.0
719,811378549,Dzmitry Platnitski,BLR,male,1988-08-26,1.91,83.0,athletics,0.0,0.0,0.0
721,250017195,Eddie Lovett,ISV,male,1992-06-25,1.8,73.0,athletics,0.0,0.0,0.0
722,159991654,Edel R. Amores,CUB,male,1998-10-05,1.81,72.0,athletics,0.0,0.0,0.0
723,207619796,Eder Antonio Souza,BRA,male,1986-10-15,1.89,89.0,athletics,0.0,0.0,0.0
724,795195154,Edgar Rivera,MEX,male,1991-02-13,1.98,84.0,athletics,0.0,0.0,0.0
725,334864528,Edidiong Ofonime Odiong,BRN,female,1997-03-13,1.67,58.0,athletics,0.0,0.0,0.0
728,687926847,Edward Araya,CHI,male,1986-02-14,1.76,62.0,athletics,0.0,0.0,0.0
733,416257556,Eelco Sintnicolaas,NED,male,1987-04-07,1.86,80.0,athletics,0.0,0.0,0.0
734,647057378,Egle Balciunaite,LTU,female,1988-10-31,1.76,63.0,athletics,0.0,0.0,0.0
735,878921230,Ehsan Hadadi,IRI,male,1985-01-20,1.92,120.0,athletics,0.0,0.0,0.0
736,797663283,Eider Arevalo,COL,male,1993-03-09,1.65,60.0,athletics,0.0,0.0,0.0
737,966174315,Eike Onnen,GER,male,1982-08-03,1.97,92.0,athletics,0.0,0.0,0.0
738,407225209,Eiki Takahashi,JPN,male,1992-11-19,1.76,58.0,athletics,0.0,0.0,0.0
739,787671034,Eilidh Doyle,GBR,female,1987-02-20,1.7,60.0,athletics,0.0,0.0,1.0
740,449582675,Eilish McColgan,GBR,female,1990-11-25,1.76,53.0,athletics,0.0,0.0,0.0
741,381623095,Ejowvokoghene Oduduru,NGR,male,1996-10-07,1.75190041114664,70.0,athletics,0.0,0.0,0.0
742,121727222,Ekaterina Poplavskaya,BLR,female,1987-05-07,1.69,61.0,athletics,0.0,0.0,0.0
743,271247492,Ekaterina Tunguskova,UZB,female,1988-05-10,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
744,881845310,Ekaterina Voronina,UZB,female,1992-02-16,1.73,65.0,athletics,0.0,0.0,0.0
745,226774163,Ekaterini Stefanidi,GRE,female,1990-02-04,1.73,59.0,athletics,1.0,0.0,0.0
746,45507177,El Hadi Laameche,ALG,male,1990-03-05,1.65,60.0,athletics,0.0,0.0,0.0
747,964251417,El Hassan Elabbassi,BRN,male,1984-04-13,1.71,61.0,athletics,0.0,0.0,0.0
748,715359899,Elaine Thompson,JAM,female,1992-06-28,1.67,57.0,athletics,2.0,1.0,0.0
749,969535461,Eldred Henry,IVB,male,1994-09-18,1.75190041114664,95.0,athletics,0.0,0.0,0.0
750,777815800,Elea Mariama Diarra,FRA,female,1990-03-08,1.76,56.0,athletics,0.0,0.0,0.0
751,473616854,Eleanor Patterson,AUS,female,1996-05-22,1.82,65.0,athletics,0.0,0.0,0.0
753,971991593,Elena Maria Bonfanti,ITA,female,1988-07-09,1.72,52.0,athletics,0.0,0.0,0.0
754,338111433,Elena Panturoiu,ROU,female,1995-02-24,1.7,57.0,athletics,0.0,0.0,0.0
755,173424444,Eleni Artymata,CYP,female,1986-05-16,1.77,62.0,athletics,0.0,0.0,0.0
756,178710310,Eleonora Giorgi,ITA,female,1989-09-14,1.62,52.0,athletics,0.0,0.0,0.0
758,471696699,Eliane Martins,BRA,female,1986-05-26,1.6,49.0,athletics,0.0,0.0,0.0
759,28171198,Eliane Saholinirina,MAD,female,1982-03-20,1.54,46.0,athletics,0.0,0.0,0.0
760,92990093,Eliecith Palacios,COL,female,1987-09-15,1.7,64.0,athletics,0.0,0.0,0.0
761,301067341,Elijah Motonei Manangoi,KEN,male,1993-01-05,1.85,62.0,athletics,0.0,0.0,0.0
762,172321951,Elina Mikhina,KAZ,female,1994-07-16,1.7,55.0,athletics,0.0,0.0,0.0
766,322088639,Elisa Rigaudo,ITA,female,1980-06-17,1.68,53.0,athletics,0.0,0.0,0.0
767,695086866,Elisabeth Mandaba,CAF,female,1989-06-07,1.33,53.0,athletics,0.0,0.0,0.0
768,880954077,Elisavet Pesiridou,GRE,female,1992-02-12,1.75,58.0,athletics,0.0,0.0,0.0
769,606790581,Eliska Klucinova,CZE,female,1988-04-14,1.78,70.0,athletics,0.0,0.0,0.0
770,348703893,Eliud Kipchoge,KEN,male,1984-11-05,1.67,57.0,athletics,1.0,0.0,0.0
771,388879004,Eliza McCartney,NZL,female,1996-12-11,1.79,66.0,athletics,0.0,0.0,1.0
772,218669819,Elizabeth Gleadle,CAN,female,1988-12-05,1.85,79.0,athletics,0.0,0.0,0.0
774,1009342,Ella Nelson,AUS,female,1994-05-10,1.69,58.0,athletics,0.0,0.0,0.0
775,970232379,Ellen Sprunger,SUI,female,1986-08-05,1.72,62.0,athletics,0.0,0.0,0.0
777,164454907,Elliot Giles,GBR,male,1994-05-26,1.83,77.0,athletics,0.0,0.0,0.0
778,366176086,Eloise Wellings,AUS,female,1982-11-09,1.72,52.0,athletics,0.0,0.0,0.0
779,339293257,Elroy Gelant,RSA,male,1986-08-25,1.75,61.0,athletics,0.0,0.0,0.0
780,95400560,Els Rens,BEL,female,1983-02-19,1.6,51.0,athletics,0.0,0.0,0.0
782,865724111,Emel Dereli,TUR,female,1996-02-25,1.81,110.0,athletics,0.0,0.0,0.0
783,348572893,Emilia Ankiewicz,POL,female,1990-11-22,1.78,64.0,athletics,0.0,0.0,0.0
785,699500168,Emiliano Lasa,URU,male,1990-01-25,1.8,75.0,athletics,0.0,0.0,0.0
786,466069449,Emilie Menuet,FRA,female,1991-09-27,1.55,44.0,athletics,0.0,0.0,0.0
788,146940230,Emily Diamond,GBR,female,1991-06-11,1.73,58.0,athletics,0.0,0.0,1.0
789,265521340,Emily Infeld,USA,female,1990-03-21,1.63,49.0,athletics,0.0,0.0,0.0
790,469541944,Emma Coburn,USA,female,1990-10-19,1.73,54.0,athletics,0.0,0.0,1.0
794,796025213,Emmanuel Callender,TTO,male,1984-05-10,1.89,86.0,athletics,0.0,0.0,0.0
795,545212161,Emmanuel Dasor,GHA,male,1995-09-14,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
796,364575203,Emmanuel Matadi,LBR,male,1991-04-15,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
797,238544524,Emre Zafer Barnes,TUR,male,1988-11-07,1.78,73.0,athletics,0.0,0.0,0.0
798,166163342,English Gardner,USA,female,1992-04-22,1.68,54.0,athletics,1.0,0.0,0.0
799,533594099,Enzo Yanez,CHI,male,1985-09-13,1.74,63.0,athletics,0.0,0.0,0.0
800,800797383,Ercan Muslu,TUR,male,1988-12-01,1.6,52.0,athletics,0.0,0.0,0.0
802,121824937,Eric Alejandro,PUR,male,1986-04-15,1.8,81.0,athletics,0.0,0.0,0.0
803,365293202,Eric Cray,PHI,male,1988-11-06,1.76,70.0,athletics,0.0,0.0,0.0
804,569855647,Eric Gillis,CAN,male,1980-03-08,1.72,58.0,athletics,0.0,0.0,0.0
805,43783175,Erica de Sena,BRA,female,1985-05-03,1.68,55.0,athletics,0.0,0.0,0.0
806,703944277,Erick Barrondo,GUA,male,1991-06-14,1.78,60.0,athletics,0.0,0.0,0.0
807,493508166,Erick Rodriguez,NCA,male,1990-06-01,1.73,59.0,athletics,0.0,0.0,0.0
808,571952374,Erik Kynard,USA,male,1991-02-03,1.94,89.0,athletics,0.0,0.0,0.0
809,476898873,Erik Tysse,NOR,male,1980-12-04,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
810,594663400,Erika Abril,COL,female,1978-03-29,1.64,52.0,athletics,0.0,0.0,0.0
811,574116085,Erika Kinsey,SWE,female,1988-03-10,1.85,68.0,athletics,0.0,0.0,0.0
812,630444522,Erika Olivera,CHI,female,1976-01-04,1.63,55.0,athletics,0.0,0.0,0.0
813,468726001,Erin Teschuk,CAN,female,1994-10-25,1.63,52.0,athletics,0.0,0.0,0.0
814,92210230,Ernesto Andres Zamora,URU,male,1983-04-13,1.8,63.0,athletics,0.0,0.0,0.0
815,301160522,Ernesto Reve,CUB,male,1992-02-26,1.82,79.0,athletics,0.0,0.0,0.0
816,840577893,Ersin Tacir,TUR,male,1985-04-01,1.7,61.0,athletics,0.0,0.0,0.0
817,138493384,Ese Brume,NGR,female,1996-01-20,1.67,58.0,athletics,0.0,0.0,0.0
818,78109140,Eseosa Desalu,ITA,male,1994-02-19,1.8,67.0,athletics,0.0,0.0,0.0
819,140388998,Esma Aydemir,TUR,female,1992-01-01,1.6,48.0,athletics,0.0,0.0,0.0
820,54624746,Esref Apak,TUR,male,1982-01-03,1.84,120.0,athletics,0.0,0.0,0.0
821,776130602,Estela Garcia,ESP,female,1989-03-20,1.7,56.0,athletics,0.0,0.0,0.0
822,438033327,Estela Navascues,ESP,female,1981-02-03,1.63,50.0,athletics,0.0,0.0,0.0
823,982554606,Esther Guerrero,ESP,female,1990-02-07,1.68,60.0,athletics,0.0,0.0,0.0
824,572871860,Etenesh Diro,ETH,female,1991-05-10,1.68,49.0,athletics,0.0,0.0,0.0
826,17751725,Etimoni Timuani,TUV,male,1991-10-14,1.84,72.0,athletics,0.0,0.0,0.0
827,182815845,Eugenio Rossi,SMR,male,1992-03-06,1.92,75.0,athletics,0.0,0.0,0.0
828,289758508,Eunice Jepkirui Kirwa,BRN,female,1984-05-20,1.55,49.0,athletics,0.0,1.0,0.0
829,1089850,Eunice Jepkoech Sum,KEN,female,1988-04-10,1.7,54.0,athletics,0.0,0.0,0.0
830,133712250,Eva Hovenkamp,NED,female,1996-07-19,1.73,65.0,athletics,0.0,0.0,0.0
832,565124998,Eva Vrabcova Nyvltova,CZE,female,1986-02-06,1.62,48.0,athletics,0.0,0.0,0.0
833,270191422,Evan Dunfee,CAN,male,1990-09-28,1.86,65.0,athletics,0.0,0.0,0.0
834,707333933,Evan Jager,USA,male,1989-03-08,1.88,65.0,athletics,0.0,1.0,0.0
835,302915787,Evans Kiplagat Barkowet,AZE,male,1988-03-05,1.7,60.0,athletics,0.0,0.0,0.0
836,700402174,Evelis Aguilar,COL,female,1993-01-03,1.73,64.0,athletics,0.0,0.0,0.0
837,94836813,Evelyn Cipriano,CUB,female,1995-12-24,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
838,241380224,Evelyn Rivera,COL,female,1997-12-03,1.57,54.0,athletics,0.0,0.0,0.0
840,924396982,Ever Palma,MEX,male,1992-03-18,1.66,62.0,athletics,0.0,0.0,0.0
842,224043471,Ewa Swoboda,POL,female,1997-07-26,1.67,60.0,athletics,0.0,0.0,0.0
843,671544226,Ewelina Ptak,POL,female,1987-03-20,1.65,57.0,athletics,0.0,0.0,0.0
844,455154602,Ezekiel Kemboi,KEN,male,1982-05-25,1.67,52.0,athletics,0.0,0.0,0.0
845,340239700,Ezinne Okparaebo,NOR,female,1988-03-03,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
847,986859469,Fabian Florant,NED,male,1983-02-01,1.8,74.0,athletics,0.0,0.0,0.0
848,893322663,Fabian Heinle,GER,male,1994-05-14,1.87,72.0,athletics,0.0,0.0,0.0
850,716396610,Fabiana Moraes,BRA,female,1986-06-05,1.7,55.0,athletics,0.0,0.0,0.0
851,415759115,Fabiana Murer,BRA,female,1981-03-16,1.72,58.0,athletics,0.0,0.0,0.0
852,391451002,Fabiano Joseph,TAN,male,1985-12-24,1.75190041114664,50.0,athletics,0.0,0.0,0.0
853,903291591,Fabienne Kohlmann,GER,female,1989-11-06,1.7,57.0,athletics,0.0,0.0,0.0
854,218223862,Fabienne Schlumpf,SUI,female,1990-11-17,1.83,63.0,athletics,0.0,0.0,0.0
856,683014073,Fabrice Dabla,TOG,male,1992-11-20,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
857,124241338,Fabrice Lapierre,AUS,male,1983-10-17,1.79,69.0,athletics,0.0,0.0,0.0
858,96784555,Fabrice Zango Hugues,BUR,male,1993-06-25,1.8,78.0,athletics,0.0,0.0,0.0
859,797399696,Fabrizio Donato,ITA,male,1976-08-14,1.89,83.0,athletics,0.0,0.0,0.0
860,951494220,Fadwa Sidi Madane,MAR,female,1994-11-20,1.75,56.0,athletics,0.0,0.0,0.0
861,932376029,Faith Chepngetich Kipyegon,KEN,female,1994-01-10,1.57,43.0,athletics,1.0,0.0,0.0
862,140298788,Farah Jacques,CAN,female,1990-02-08,1.74,59.0,athletics,0.0,0.0,0.0
864,457192080,Fatma El Sharnouby,EGY,female,1997-11-18,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
865,384768641,Federico Bruno,ARG,male,1993-06-18,1.85,66.0,athletics,0.0,0.0,0.0
866,388453546,Fedrick Dacres,JAM,male,1994-02-28,1.91,104.0,athletics,0.0,0.0,0.0
867,709441023,Felisha Johnson,USA,female,1989-07-24,1.86,127.0,athletics,0.0,0.0,0.0
868,534846589,Femi Ogunode,QAT,male,1991-05-15,1.85,85.0,athletics,0.0,0.0,0.0
869,474653253,Femke Pluim,NED,female,1994-05-10,1.8,61.0,athletics,0.0,0.0,0.0
870,794973951,Ferguson Cheruiyot Rotich,KEN,male,1989-11-30,1.85,74.0,athletics,0.0,0.0,0.0
871,114303596,Fernanda Martins,BRA,female,1988-07-26,1.75,85.0,athletics,0.0,0.0,0.0
872,288552617,Fernando Carro,ESP,male,1992-04-01,1.7,60.0,athletics,0.0,0.0,0.0
874,282237207,Feyisa Lilesa,ETH,male,1990-02-01,1.75,67.0,athletics,0.0,1.0,0.0
875,797627457,Filip Ingebrigtsen,NOR,male,1993-04-20,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
876,591154202,Filip Mihaljevic,CRO,male,1994-07-31,2.01,114.0,athletics,0.0,0.0,0.0
878,263535671,Fionnuala McCormack,IRL,female,1984-09-24,1.59,46.0,athletics,0.0,0.0,0.0
879,432731417,Fitzroy Dunkley,JAM,male,1993-05-20,1.96,80.0,athletics,0.0,1.0,0.0
881,545887341,Flavia de Lima,BRA,female,1993-07-01,1.76,65.0,athletics,0.0,0.0,0.0
882,166844486,Flings Owusu-Agyapong,GHA,female,1988-10-16,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
883,8505611,Flor Ruiz,COL,female,1991-01-29,1.72,59.0,athletics,0.0,0.0,0.0
884,352775267,Florent Caelen,BEL,male,1989-03-01,1.75,54.0,athletics,0.0,0.0,0.0
885,686164081,Floria Guei,FRA,female,1990-05-02,1.66,53.0,athletics,0.0,0.0,0.0
886,819262216,Florian Carvalho,FRA,male,1989-03-09,1.83,70.0,athletics,0.0,0.0,0.0
887,479481012,Florian Orth,GER,male,1989-07-24,1.81,63.0,athletics,0.0,0.0,0.0
888,463142259,Floriane Gnafoua,FRA,female,1996-01-30,1.58,60.0,athletics,0.0,0.0,0.0
889,929035723,Florina Pierdevara,ROU,female,1990-03-29,1.72,53.0,athletics,0.0,0.0,0.0
890,371445769,Fouad Elkaam,MAR,male,1988-05-27,1.88,70.0,athletics,0.0,0.0,0.0
892,407138612,Francena McCorory,USA,female,1988-10-20,1.71,68.0,athletics,1.0,0.0,0.0
895,270335453,Franciela Krasucki,BRA,female,1988-04-26,1.68,63.0,athletics,0.0,0.0,0.0
896,129990979,Francine Niyonsaba,BDI,female,1993-05-05,1.66,60.0,athletics,0.0,1.0,0.0
897,576262342,Francisco Arcilla,ESP,male,1984-01-14,1.71,58.0,athletics,0.0,0.0,0.0
898,246262074,Franck Elemba,CGO,male,1990-07-21,1.98,130.0,athletics,0.0,0.0,0.0
899,470889706,Francky Mbotto,CAF,male,1997-09-02,1.81,68.0,athletics,0.0,0.0,0.0
902,720635670,Freddy Mezones,VEN,male,1987-09-24,1.7,68.0,athletics,0.0,0.0,0.0
904,156371008,Friederike Mohlenkamp,GER,female,1992-11-19,1.76,63.0,athletics,0.0,0.0,0.0
905,422530035,Furkan Sen,TUR,male,1994-02-08,1.75,74.0,athletics,0.0,0.0,0.0
906,391312706,Gabor Jozsa,HUN,male,1983-08-18,1.7,59.0,athletics,0.0,0.0,0.0
907,948998710,Gabriel Mvumvure,ZIM,male,1988-02-23,1.77,70.0,athletics,0.0,0.0,0.0
908,101409692,Gabriela Petrova,BUL,female,1992-06-29,1.67,58.0,athletics,0.0,0.0,0.0
909,901521061,Gabriela Stafford,CAN,female,1995-09-13,1.63,53.0,athletics,0.0,0.0,0.0
911,106376682,Galen Rupp,USA,male,1986-05-08,1.81,61.0,athletics,0.0,0.0,1.0
912,272456931,Galyna Obleshchuk,UKR,female,1989-02-23,1.77,94.0,athletics,0.0,0.0,0.0
913,897822303,Ganapathi Krishnan,IND,male,1989-06-29,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
915,298278410,Gantulga Dambadarjaa,MGL,male,1989-02-03,1.7,58.0,athletics,0.0,0.0,0.0
916,538703926,Gaone Leaname Maotoanong,BOT,male,1991-05-07,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
917,830687385,Gaspar Csere,HUN,male,1991-08-12,1.71,55.0,athletics,0.0,0.0,0.0
918,620621814,Gayane Chiloyan,ARM,female,2000-09-27,1.64,54.0,athletics,0.0,0.0,0.0
919,248516313,Geisa Aparecida Coutinho,BRA,female,1980-06-01,1.61,55.0,athletics,0.0,0.0,0.0
920,117544722,Geisa Arcanjo,BRA,female,1991-09-19,1.6,60.0,athletics,0.0,0.0,0.0
921,809586183,Gelete Burka,ETH,female,1986-01-23,1.6,43.0,athletics,0.0,0.0,0.0
922,671357684,Gemma Acheampong,GHA,female,1993-02-13,1.63,54.0,athletics,0.0,0.0,0.0
923,316560437,Genevieve Lacaze,AUS,female,1989-08-04,1.64,53.0,athletics,0.0,0.0,0.0
924,564185674,Genevieve Lalonde,CAN,female,1991-09-05,1.7,58.0,athletics,0.0,0.0,0.0
925,242198158,Geoffrey Kipsang Kamworor,KEN,male,1992-11-22,1.72,58.0,athletics,0.0,0.0,0.0
928,867155948,Georgi Ivanov,BUL,male,1985-03-13,1.88,138.0,athletics,0.0,0.0,0.0
929,513877606,Georgi Tsonov,BUL,male,1993-05-02,1.76,70.0,athletics,0.0,0.0,0.0
933,217536800,Georgiy Sheiko,KAZ,male,1989-08-24,1.84,68.0,athletics,0.0,0.0,0.0
935,895148675,Gerald Giraldo,COL,male,1989-03-21,1.75,60.0,athletics,0.0,0.0,0.0
936,473977731,Gerald Phiri,ZAM,male,1988-10-06,1.78,79.0,athletics,0.0,0.0,0.0
937,807429022,Gerd Kanter,EST,male,1979-05-06,1.96,125.0,athletics,0.0,0.0,0.0
938,140439112,German Chiaraviglio,ARG,male,1987-04-16,1.95,84.0,athletics,0.0,0.0,0.0
939,588470797,German Lauro,ARG,male,1984-04-02,1.86,127.0,athletics,0.0,0.0,0.0
940,377536681,Gesa Felicitas Krause,GER,female,1992-08-03,1.67,51.0,athletics,0.0,0.0,0.0
942,827807718,Ghirmay Ghebreslassie,ERI,male,1995-11-14,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
943,76147159,Ghofrane Mohamed,SYR,female,1989-06-06,1.68,60.0,athletics,0.0,0.0,0.0
945,802471466,Gil Roberts,USA,male,1989-03-15,1.88,81.0,athletics,1.0,0.0,0.0
946,515485007,Gilda Casanova,CUB,female,1995-12-19,1.65,54.0,athletics,0.0,0.0,0.0
947,784102100,Gina Bass,GAM,female,1995-05-03,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
948,326826084,Gina Luckenkemper,GER,female,1996-11-21,1.7,56.0,athletics,0.0,0.0,0.0
949,663457782,Giordano Benedetti,ITA,male,1989-05-22,1.89,68.0,athletics,0.0,0.0,0.0
951,890980773,Giovanni Codrington,NED,male,1988-07-17,1.77,84.0,athletics,0.0,0.0,0.0
953,453710519,Gladys Tejeda,PER,female,1985-09-30,1.56,47.0,athletics,0.0,0.0,0.0
955,482085423,Gloria Asumnu,NGR,female,1985-05-22,1.68,64.0,athletics,0.0,0.0,0.0
956,95564568,Gloria Hooper,ITA,female,1992-03-03,1.74,63.0,athletics,0.0,0.0,0.0
957,138570390,Godfrey Khotso Mokoena,RSA,male,1985-03-06,1.9,76.0,athletics,0.0,0.0,0.0
958,56023329,Goitom Kifle,ERI,male,1993-12-03,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
960,702595268,Grace Claxton,PUR,female,1993-08-19,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
961,304397961,Grace Wanjiru Njue,KEN,female,1979-01-10,1.62,43.0,athletics,0.0,0.0,0.0
963,639691475,Graciete Santana,BRA,female,1980-10-12,1.55,43.0,athletics,0.0,0.0,0.0
965,310167929,Greg Rutherford,GBR,male,1986-11-17,1.88,92.0,athletics,0.0,0.0,1.0
967,615982348,Gregor Traber,GER,male,1992-12-02,1.9,80.0,athletics,0.0,0.0,0.0
969,326722499,Grit Sadeiko,EST,female,1989-07-29,1.72,59.0,athletics,0.0,0.0,0.0
970,331829339,Gudaf Tsegay,ETH,female,1997-11-23,1.63,50.0,athletics,0.0,0.0,0.0
971,576749129,Gudni Valur Gudnason,ISL,male,1995-10-11,1.99,120.0,athletics,0.0,0.0,0.0
973,126810270,Gulzhanat Zhanatbek,KAZ,female,1991-11-30,1.7,55.0,athletics,0.0,0.0,0.0
975,151055874,Gunta Latiseva-Cudare,LAT,female,1995-03-09,1.79,68.0,athletics,0.0,0.0,0.0
976,970528741,Guojian Dong,CHN,male,1987-03-16,1.7,55.0,athletics,0.0,0.0,0.0
977,849428562,Guor Marial,SSD,male,1984-04-15,1.8,60.0,athletics,0.0,0.0,0.0
978,174463586,Guowei Zhang,CHN,male,1991-06-04,2.02,77.0,athletics,0.0,0.0,0.0
979,695858631,Gurmeet Singh,IND,male,1985-07-01,1.72,60.0,athletics,0.0,0.0,0.0
980,905869826,Gustavo Cuesta,DOM,male,1988-11-14,1.73,66.0,athletics,0.0,0.0,0.0
981,125360707,Guy-Elphege Anouman,FRA,male,1994-06-13,1.77,75.0,athletics,0.0,0.0,0.0
982,874914826,Gwen Berry,USA,female,1989-06-29,1.76,88.0,athletics,0.0,0.0,0.0
983,42510155,Gyorgyi Zsivoczky-Farkas,HUN,female,1985-02-13,1.7,60.0,athletics,0.0,0.0,0.0
984,962588204,Habiba Ghribi,TUN,female,1984-04-09,1.74,51.0,athletics,0.0,0.0,0.0
985,204254643,Habitam Alemu,ETH,female,1997-07-09,1.71,52.0,athletics,0.0,0.0,0.0
986,177699282,Hafsatu Kamara,SLE,female,1991-12-07,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
987,825962890,Hagen Pohle,GER,male,1992-03-05,1.78,64.0,athletics,0.0,0.0,0.0
988,461373663,Hagos Gebrhiwet,ETH,male,1994-05-11,1.71,56.0,athletics,0.0,0.0,1.0
989,321494163,Haido Alexouli,GRE,female,1991-03-29,1.8,60.0,athletics,0.0,0.0,0.0
990,148299848,Hailemariyam Amare,ETH,male,1997-02-22,1.75,64.0,athletics,0.0,0.0,0.0
991,354275948,Hajar Alkhaldi,BRN,female,1995-03-17,1.6,45.0,athletics,0.0,0.0,0.0
992,983579784,Hakim Sadi,ALG,male,1992-11-14,1.76,56.0,athletics,0.0,0.0,0.0
993,427032354,Halil Akkas,TUR,male,1983-07-01,1.75,58.0,athletics,0.0,0.0,0.0
994,779373345,Halimah Nakaayi,UGA,female,1994-10-16,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
995,1664652,Hamada Mohamed,EGY,male,1992-10-22,1.75,65.0,athletics,0.0,0.0,0.0
996,531580523,Hamid Ezzine,MAR,male,1983-10-05,1.74,62.0,athletics,0.0,0.0,0.0
997,392547032,Hamidreza Zooravand,IRI,male,1990-01-13,1.76,66.0,athletics,0.0,0.0,0.0
998,661625599,Hamish Carson,NZL,male,1988-11-01,1.81,66.0,athletics,0.0,0.0,0.0
999,738803068,Hamish Peacock,AUS,male,1990-10-15,1.85,98.0,athletics,0.0,0.0,0.0
1000,589649660,Hamza Alic,BIH,male,1979-01-20,1.86,130.0,athletics,0.0,0.0,0.0
1001,103924089,Hanami Sekine,JPN,female,1996-02-26,1.56,43.0,athletics,0.0,0.0,0.0
1002,302310091,Hanna Hatsko-Fedusova,UKR,female,1990-10-03,1.75,75.0,athletics,0.0,0.0,0.0
1003,731032288,Hanna Kasyanova,UKR,female,1983-04-24,1.78,67.0,athletics,0.0,0.0,0.0
1004,750989988,Hanna Knyazyeva-Minenko,ISR,female,1989-09-25,1.79,62.0,athletics,0.0,0.0,0.0
1005,318275998,Hanna Malyshik,BLR,female,1994-02-04,1.75,90.0,athletics,0.0,0.0,0.0
1006,593771185,Hanna Plotitsyna,UKR,female,1987-01-01,1.82,73.0,athletics,0.0,0.0,0.0
1007,805368469,Hanna Skydan,AZE,female,1992-05-14,1.83,101.0,athletics,0.0,0.0,0.0
1009,498857610,Hari Kumar Rimal,NEP,male,1987-06-13,1.66,59.0,athletics,0.0,0.0,0.0
1010,112459852,Harold Correa,FRA,male,1988-06-26,1.9,81.0,athletics,0.0,0.0,0.0
1011,370604205,Harold Houston,BER,male,1990-03-23,1.82,82.0,athletics,0.0,0.0,0.0
1012,331514167,Haron Koech,KEN,male,1990-01-27,1.9,76.0,athletics,0.0,0.0,0.0
1013,883054500,Harry Aikines-Aryeetey,GBR,male,1988-08-29,1.78,87.0,athletics,0.0,0.0,0.0
1014,312704439,Hassan Chani,BRN,male,1988-05-05,1.7,60.0,athletics,0.0,0.0,0.0
1015,175315541,Hassan Mead,USA,male,1991-06-28,1.88,65.0,athletics,0.0,0.0,0.0
1016,97563452,Hassan Mohamed Mahmoud,EGY,male,1984-02-10,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
1017,644229404,Hassan Saaid,MDV,male,1992-03-04,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
1018,109499078,Hassan Taftian,IRI,male,1993-05-04,1.87,68.0,athletics,0.0,0.0,0.0
1019,240509151,Hassanine Sebei,TUN,male,1984-01-21,1.77,60.0,athletics,0.0,0.0,0.0
1020,101394753,Havard Haukenes,NOR,male,1990-04-22,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
1021,631521529,Hayat Lambarki,MAR,female,1988-05-18,1.72,57.0,athletics,0.0,0.0,0.0
1023,267258552,Hayle Ibrahimov,AZE,male,1990-01-18,1.71,58.0,athletics,0.0,0.0,0.0
1024,865048976,Heather Miller-Koch,USA,female,1987-03-30,1.76,63.0,athletics,0.0,0.0,0.0
1025,388913953,Heather Steacy,CAN,female,1988-04-14,1.75,80.0,athletics,0.0,0.0,0.0
1026,869886406,Hedda Hynne,NOR,female,1990-03-13,1.75190041114664,67.71773825809393,athletics,0.0,0.0,0.0
